load from checkpoint/plane-5crop/k4/best.pth.tar
Train  (('AD', 151), ('CN', 183))
-2.0 2.0 -2.0 0.9076585173606873 0.09234153479337692
-2.0 2.0 -2.0 0.9284674525260925 0.0715324878692627
-2.0 2.0 -2.0 0.9610713124275208 0.03892865777015686
-2.0 2.0 -2.0 0.9311092495918274 0.06889075040817261
-2.0 2.0 -2.0 0.9845988750457764 0.015401194803416729
-2.0 2.0 -2.0 0.9585303664207458 0.041469644755125046
-2.0 2.0 -2.0 0.8797747492790222 0.12022530287504196
-2.0 2.0 -2.0 0.9207203984260559 0.07927954941987991
-2.0 2.0 -2.0 0.9602310061454773 0.039769016206264496
-2.0 2.0 -2.0 0.9439619779586792 0.05603795126080513
-2.0 2.0 -2.0 0.9550151824951172 0.04498479515314102
-2.0 2.0 -2.0 0.9159896969795227 0.08401025831699371
-2.0 2.0 -2.0 0.959991455078125 0.04000857099890709
-2.0 2.0 -2.0 0.9661431908607483 0.03385674208402634
-2.0 2.0 -2.0 0.9552448987960815 0.04475513845682144
-2.0 2.0 -2.0 0.9668262600898743 0.03317369520664215
-2.0 2.0 -2.0 0.9802281260490417 0.01977185532450676
-2.0 2.0 -2.0 0.9297941327095032 0.07020590454339981
-2.0 2.0 -2.0 0.9371519088745117 0.06284807622432709
-2.0 2.0 -2.0 0.9516595005989075 0.04834049940109253
-2.0 2.0 -2.0 0.9832436442375183 0.016756350174546242
-2.0 2.0 -2.0 0.9631253480911255 0.036874640733003616
-2.0 2.0 -2.0 0.9261068105697632 0.07389318943023682
-2.0 2.0 -2.0 0.9500203132629395 0.04997964948415756
-2.0 2.0 -2.0 0.9450522661209106 0.05494776368141174
-2.0 2.0 -2.0 0.9449697732925415 0.055030226707458496
-2.0 2.0 -2.0 0.9640874862670898 0.035912491381168365
-2.0 2.0 -2.0 0.9260783195495605 0.07392164319753647
-2.0 2.0 -2.0 0.9288597106933594 0.07114037126302719
-2.0 2.0 -2.0 0.9298994541168213 0.07010060548782349
-2.0 2.0 -2.0 0.9261189699172974 0.07388105243444443
-2.0 2.0 -2.0 0.9547962546348572 0.04520373418927193
-2.0 2.0 -2.0 0.9756072759628296 0.02439272776246071
-2.0 2.0 -2.0 0.9748386144638062 0.02516135945916176
-2.0 2.0 -2.0 0.9578001499176025 0.042199812829494476
-2.0 2.0 -2.0 0.9527941346168518 0.04720590263605118
-2.0 2.0 -2.0 0.9523504972457886 0.04764952510595322
-2.0 2.0 -2.0 0.958406388759613 0.04159365966916084
-2.0 2.0 -2.0 0.9597482085227966 0.04025183245539665
-2.0 2.0 -2.0 0.9575696587562561 0.042430341243743896
-2.0 2.0 -2.0 0.9656829833984375 0.03431706130504608
-2.0 2.0 -2.0 0.9306235313415527 0.06937649101018906
-2.0 2.0 -1.0 0.9523746371269226 0.04762541502714157
-2.0 2.0 -1.0 0.9629551768302917 0.03704480454325676
-2.0 2.0 -1.0 0.8968202471733093 0.10317974537611008
-2.0 2.0 -1.0 0.9341000318527222 0.06589998304843903
-2.0 2.0 -1.0 0.9517189860343933 0.048281069844961166
-2.0 2.0 -1.0 0.9464623928070068 0.05353754758834839
-2.0 2.0 -1.0 0.959636390209198 0.04036358371376991
-2.0 2.0 -1.0 0.8771960139274597 0.12280392646789551
-2.0 2.0 -1.0 0.9741249680519104 0.02587508223950863
-2.0 2.0 -1.0 0.9280751943588257 0.07192479074001312
-2.0 2.0 -1.0 0.9399464726448059 0.06005347892642021
-2.0 2.0 -1.0 0.810340940952301 0.18965907394886017
-2.0 2.0 -1.0 0.9715675115585327 0.028432535007596016
-2.0 2.0 -1.0 0.9091673493385315 0.09083262085914612
-2.0 2.0 -1.0 0.9837538599967957 0.01624615676701069
-2.0 2.0 -1.0 0.9177085757255554 0.082291379570961
-2.0 2.0 -1.0 0.9511440396308899 0.0488559827208519
-2.0 2.0 -1.0 0.9247440099716187 0.07525598257780075
-2.0 2.0 -1.0 0.9371082782745361 0.06289169192314148
-2.0 2.0 -1.0 0.9072772264480591 0.09272278845310211
-2.0 2.0 -1.0 0.9499720931053162 0.050027940422296524
-2.0 2.0 -1.0 0.9469359517097473 0.05306405946612358
-2.0 2.0 -1.0 0.9731251001358032 0.026874864473938942
-2.0 2.0 -1.0 0.9479060173034668 0.052094023674726486
-2.0 2.0 -1.0 0.939817488193512 0.060182541608810425
-2.0 2.0 -1.0 0.9561223983764648 0.04387754201889038
-2.0 2.0 -1.0 0.9128077030181885 0.08719231188297272
-2.0 2.0 -1.0 0.9497727751731873 0.05022723227739334
-2.0 2.0 -1.0 0.8860268592834473 0.11397312581539154
-2.0 2.0 -1.0 0.8480995893478394 0.15190045535564423
-2.0 2.0 -1.0 0.9431154131889343 0.056884538382291794
-2.0 2.0 -1.0 0.9010525345802307 0.09894748032093048
-2.0 2.0 -1.0 0.892973780632019 0.10702627152204514
-2.0 2.0 -1.0 0.9529373049736023 0.047062721103429794
-2.0 2.0 -1.0 0.960706889629364 0.039293114095926285
-2.0 2.0 -1.0 0.9339858293533325 0.06601418554782867
-2.0 2.0 -1.0 0.8274861574172974 0.17251378297805786
-2.0 2.0 -1.0 0.9415491819381714 0.058450840413570404
-2.0 2.0 -1.0 0.9535704851150513 0.04642956703901291
-2.0 2.0 -1.0 0.964947521686554 0.03505246713757515
-2.0 2.0 -1.0 0.9718012809753418 0.028198737651109695
-2.0 2.0 -1.0 0.9650880694389343 0.03491194546222687
-2.0 2.0 -1.0 0.8148695230484009 0.18513049185276031
-2.0 2.0 -1.0 0.9652373790740967 0.03476256504654884
-2.0 2.0 -1.0 0.8310406804084778 0.16895927488803864
-2.0 2.0 -1.0 0.8186341524124146 0.18136589229106903
-2.0 2.0 -1.0 0.9344771504402161 0.06552283465862274
-2.0 2.0 -1.0 0.8969535231590271 0.10304650664329529
-2.0 2.0 -1.0 0.9336167573928833 0.06638330966234207
-2.0 2.0 -1.0 0.938178539276123 0.06182144954800606
-2.0 2.0 -1.0 0.9594917297363281 0.04050823673605919
-2.0 2.0 -1.0 0.9587866067886353 0.041213423013687134
-2.0 2.0 -1.0 0.8348674774169922 0.16513250768184662
-2.0 2.0 -1.0 0.9832277297973633 0.01677229069173336
-2.0 2.0 -1.0 0.8681880235671997 0.1318119615316391
-2.0 2.0 -1.0 0.9497639536857605 0.050236064940690994
-2.0 2.0 -1.0 0.9545685648918152 0.0454314686357975
-2.0 2.0 -1.0 0.8762373328208923 0.12376271188259125
-2.0 2.0 -1.0 0.8848360180854797 0.11516403406858444
-2.0 2.0 -1.0 0.9049094319343567 0.09509061276912689
-2.0 2.0 -1.0 0.9625289440155029 0.037471044808626175
-2.0 2.0 -1.0 0.9353640675544739 0.06463586539030075
-2.0 2.0 -1.0 0.9415537118911743 0.058446254581213
-2.0 2.0 -1.0 0.9607630968093872 0.039236925542354584
-2.0 2.0 -1.0 0.7256762981414795 0.2743237018585205
-2.0 2.0 -1.0 0.9320056438446045 0.06799441576004028
-2.0 2.0 -1.0 0.9447576403617859 0.05524234473705292
-2.0 2.0 -1.0 0.9114742279052734 0.08852581679821014
-2.0 2.0 -1.0 0.9556023478507996 0.044397611171007156
-2.0 2.0 -1.0 0.9201034307479858 0.07989659905433655
-2.0 2.0 -1.0 0.92696213722229 0.07303782552480698
-2.0 2.0 -1.0 0.8981928825378418 0.1018071249127388
-2.0 2.0 -1.0 0.9566985964775085 0.04330143705010414
-2.0 2.0 -1.0 0.9547170400619507 0.045282892882823944
-2.0 2.0 -1.0 0.915553092956543 0.08444691449403763
-2.0 2.0 -1.0 0.8790199756622314 0.12097998708486557
-2.0 2.0 -1.0 0.94000643491745 0.059993624687194824
-2.0 2.0 -1.0 0.9627208113670349 0.03727925196290016
-2.0 2.0 -1.0 0.9780344367027283 0.021965639665722847
-2.0 2.0 -1.0 0.9343711733818054 0.065628781914711
-2.0 2.0 -1.0 0.9233641028404236 0.07663581520318985
-2.0 2.0 -1.0 0.9531124830245972 0.04688746854662895
-2.0 2.0 -1.0 0.8902558088302612 0.10974417626857758
-2.0 2.0 -1.0 0.9409064054489136 0.05909359082579613
-2.0 2.0 -1.0 0.9600136876106262 0.03998633846640587
-2.0 2.0 -1.0 0.9051573276519775 0.09484262764453888
-2.0 2.0 -1.0 0.9203993678092957 0.07960068434476852
-2.0 2.0 -1.0 0.9266269207000732 0.07337308675050735
-2.0 2.0 -1.0 0.8887798190116882 0.11122012883424759
-2.0 2.0 -1.0 0.962753176689148 0.03724677860736847
-2.0 2.0 -1.0 0.9651108980178833 0.03488905727863312
-2.0 2.0 -1.0 0.9136300683021545 0.08636984974145889
-2.0 2.0 -1.0 0.9654858112335205 0.034514136612415314
-2.0 2.0 -1.0 0.9442791938781738 0.05572083964943886
-2.0 2.0 -1.0 0.9428107738494873 0.05718925595283508
-2.0 2.0 -1.0 0.9614030718803406 0.03859693184494972
-2.0 2.0 -1.0 0.9320361018180847 0.06796387583017349
-2.0 2.0 -1.0 0.9619496464729309 0.03805030882358551
-2.0 2.0 -1.0 0.9745336174964905 0.02546635828912258
-2.0 2.0 -1.0 0.8899232745170593 0.11007675528526306
-2.0 2.0 0.0 0.9113246202468872 0.08867541700601578
-2.0 2.0 0.0 0.950501024723053 0.04949896037578583
-2.0 2.0 0.0 0.8205181956291199 0.17948178946971893
-2.0 2.0 0.0 0.8386481404304504 0.16135191917419434
-2.0 2.0 0.0 0.9210708141326904 0.07892920821905136
-2.0 2.0 0.0 0.9241651296615601 0.07583484053611755
-2.0 2.0 0.0 0.9440211653709412 0.055978868156671524
-2.0 2.0 0.0 0.7713178992271423 0.22868214547634125
-2.0 2.0 0.0 0.98387211561203 0.016127891838550568
-2.0 2.0 0.0 0.8271698951721191 0.17283011972904205
-2.0 2.0 0.0 0.8792445063591003 0.12075551599264145
-2.0 2.0 0.0 0.7847583889961243 0.21524162590503693
-2.0 2.0 0.0 0.9604763388633728 0.03952370211482048
-2.0 2.0 0.0 0.8034406900405884 0.19655928015708923
-2.0 2.0 0.0 0.9758412837982178 0.024158718064427376
-2.0 2.0 0.0 0.8567268252372742 0.1432732343673706
-2.0 2.0 0.0 0.9247728586196899 0.07522713392972946
-2.0 2.0 0.0 0.8540892004966736 0.14591075479984283
-2.0 2.0 0.0 0.9133082032203674 0.08669181168079376
-2.0 2.0 0.0 0.8538047671318054 0.14619523286819458
-2.0 2.0 0.0 0.935653805732727 0.06434615701436996
-2.0 2.0 0.0 0.9038072228431702 0.09619274735450745
-2.0 2.0 0.0 0.9627628922462463 0.03723713755607605
-2.0 2.0 0.0 0.8707830905914307 0.12921692430973053
-2.0 2.0 0.0 0.9295330047607422 0.07046699523925781
-2.0 2.0 0.0 0.9320929050445557 0.06790705770254135
-2.0 2.0 0.0 0.8090420365333557 0.1909579634666443
-2.0 2.0 0.0 0.9531128406524658 0.04688720777630806
-2.0 2.0 0.0 0.6920238137245178 0.30797621607780457
-2.0 2.0 0.0 0.7057071328163147 0.2942928373813629
-2.0 2.0 0.0 0.9209948182106018 0.07900520414113998
-2.0 2.0 0.0 0.8505028486251831 0.14949718117713928
-2.0 2.0 0.0 0.832952082157135 0.167047917842865
-2.0 2.0 0.0 0.9324353337287903 0.06756463646888733
-2.0 2.0 0.0 0.9019713997840881 0.09802859276533127
-2.0 2.0 0.0 0.8892587423324585 0.11074124276638031
-2.0 2.0 0.0 0.6595591306686401 0.34044086933135986
-2.0 2.0 0.0 0.9011569619178772 0.09884298592805862
-2.0 2.0 0.0 0.8735101819038391 0.12648987770080566
-2.0 2.0 0.0 0.8871098160743713 0.11289021372795105
-2.0 2.0 0.0 0.9632641673088074 0.036735840141773224
-2.0 2.0 0.0 0.9381122589111328 0.061887748539447784
-2.0 2.0 0.0 0.6762427687644958 0.32375726103782654
-2.0 2.0 0.0 0.949418842792511 0.05058116093277931
-2.0 2.0 0.0 0.788589358329773 0.21141064167022705
-2.0 2.0 0.0 0.660300612449646 0.3396994471549988
-2.0 2.0 0.0 0.9246227145195007 0.07537731528282166
-2.0 2.0 0.0 0.814892053604126 0.18510791659355164
-2.0 2.0 0.0 0.8311964869499207 0.16880352795124054
-2.0 2.0 0.0 0.8721288442611694 0.1278710961341858
-2.0 2.0 0.0 0.9438519477844238 0.05614800751209259
-2.0 2.0 0.0 0.9266600012779236 0.07333996891975403
-2.0 2.0 0.0 0.6808306574821472 0.3191693127155304
-2.0 2.0 0.0 0.9764617085456848 0.023538269102573395
-2.0 2.0 0.0 0.7350755929946899 0.26492437720298767
-2.0 2.0 0.0 0.9284380078315735 0.0715620145201683
-2.0 2.0 0.0 0.9139003157615662 0.08609962463378906
-2.0 2.0 0.0 0.8156462907791138 0.18435372412204742
-2.0 2.0 0.0 0.8106337785720825 0.1893661916255951
-2.0 2.0 0.0 0.806085467338562 0.193914532661438
-2.0 2.0 0.0 0.9391481876373291 0.06085175275802612
-2.0 2.0 0.0 0.8162717819213867 0.1837282031774521
-2.0 2.0 0.0 0.8455321192741394 0.1544678807258606
-2.0 2.0 0.0 0.9460521936416626 0.05394778028130531
-2.0 2.0 0.0 0.6036253571510315 0.3963747024536133
-2.0 2.0 0.0 0.8866592049598694 0.1133408322930336
-2.0 2.0 0.0 0.8827930092811584 0.11720695346593857
-2.0 2.0 0.0 0.8644101023674011 0.13558989763259888
-2.0 2.0 0.0 0.9468910098075867 0.053108930587768555
-2.0 2.0 0.0 0.8368629813194275 0.1631370335817337
-2.0 2.0 0.0 0.8411269783973694 0.15887299180030823
-2.0 2.0 0.0 0.779165506362915 0.22083452343940735
-2.0 2.0 0.0 0.943428635597229 0.056571364402770996
-2.0 2.0 0.0 0.9491075277328491 0.05089245364069939
-2.0 2.0 0.0 0.8276963233947754 0.17230361700057983
-2.0 2.0 0.0 0.7941369414329529 0.2058631032705307
-2.0 2.0 0.0 0.8703102469444275 0.12968972325325012
-2.0 2.0 0.0 0.9567839503288269 0.04321610555052757
-2.0 2.0 0.0 0.9502623081207275 0.04973762109875679
-2.0 2.0 0.0 0.9036169052124023 0.09638316929340363
-2.0 2.0 0.0 0.8854628205299377 0.11453724652528763
-2.0 2.0 0.0 0.9183974266052246 0.08160262554883957
-2.0 2.0 0.0 0.8454965949058533 0.15450340509414673
-2.0 2.0 0.0 0.9286046028137207 0.07139542698860168
-2.0 2.0 0.0 0.9601032137870789 0.03989681974053383
-2.0 2.0 0.0 0.8697300553321838 0.13026994466781616
-2.0 2.0 0.0 0.8605203628540039 0.13947966694831848
-2.0 2.0 0.0 0.8621830344200134 0.13781699538230896
-2.0 2.0 0.0 0.7893794178962708 0.21062058210372925
-2.0 2.0 0.0 0.9517523050308228 0.04824761673808098
-2.0 2.0 0.0 0.9179402589797974 0.08205974102020264
-2.0 2.0 0.0 0.7346497774124146 0.26535022258758545
-2.0 2.0 0.0 0.9514305591583252 0.0485694594681263
-2.0 2.0 0.0 0.8833848834037781 0.11661505699157715
-2.0 2.0 0.0 0.9220402836799622 0.07795976847410202
-2.0 2.0 0.0 0.9521206021308899 0.04787946119904518
-2.0 2.0 0.0 0.8746733665466309 0.12532666325569153
-2.0 2.0 0.0 0.9438051581382751 0.056194841861724854
-2.0 2.0 0.0 0.9654832482337952 0.03451677784323692
-2.0 2.0 0.0 0.836114227771759 0.16388574242591858
-2.0 2.0 1.0 0.7907185554504395 0.20928144454956055
-2.0 2.0 1.0 0.8466552495956421 0.15334469079971313
-2.0 2.0 1.0 0.5726960897445679 0.4273039400577545
-2.0 2.0 1.0 0.6276424527168274 0.372357577085495
-2.0 2.0 1.0 0.8404148817062378 0.1595851480960846
-2.0 2.0 1.0 0.8123226165771484 0.18767739832401276
-2.0 2.0 1.0 0.8875703811645508 0.11242964118719101
-2.0 2.0 1.0 0.6379071474075317 0.36209285259246826
-2.0 2.0 1.0 0.9599784016609192 0.040021590888500214
-2.0 2.0 1.0 0.6133017539978027 0.38669827580451965
-2.0 2.0 1.0 0.6620408296585083 0.3379591703414917
-2.0 2.0 1.0 0.6560131311416626 0.3439868092536926
-2.0 2.0 1.0 0.9086757302284241 0.09132426977157593
-2.0 2.0 1.0 0.6253922581672668 0.37460777163505554
-2.0 2.0 1.0 0.958286464214325 0.04171349108219147
-2.0 2.0 1.0 0.6524186134338379 0.3475813567638397
-2.0 2.0 1.0 0.7286728024482727 0.27132725715637207
-2.0 2.0 1.0 0.6096224784851074 0.3903775215148926
-2.0 2.0 1.0 0.7336540818214417 0.2663459777832031
-2.0 2.0 1.0 0.6691697835922241 0.3308301866054535
-2.0 2.0 1.0 0.8332026600837708 0.16679728031158447
-2.0 2.0 1.0 0.7627658247947693 0.23723414540290833
-2.0 2.0 1.0 0.9262180924415588 0.07378190755844116
-2.0 2.0 1.0 0.6981249451637268 0.3018750548362732
-2.0 2.0 1.0 0.8241307735443115 0.17586927115917206
-2.0 2.0 1.0 0.8265126347541809 0.1734873503446579
-2.0 2.0 1.0 0.6579593420028687 0.34204068779945374
-2.0 2.0 1.0 0.8821296095848083 0.11787040531635284
-2.0 2.0 1.0 0.46488896012306213 0.5351110100746155
-2.0 2.0 1.0 0.5076955556869507 0.4923044741153717
-2.0 2.0 1.0 0.7515297532081604 0.2484702169895172
-2.0 2.0 1.0 0.6258028745651245 0.3741970956325531
-2.0 2.0 1.0 0.6592392325401306 0.3407607972621918
-2.0 2.0 1.0 0.8663849234580994 0.1336151361465454
-2.0 2.0 1.0 0.8297442197799683 0.17025581002235413
-2.0 2.0 1.0 0.6997902989387512 0.3002097010612488
-2.0 2.0 1.0 0.5475429892539978 0.452457070350647
-2.0 2.0 1.0 0.7593871355056763 0.24061286449432373
-2.0 2.0 1.0 0.6658214330673218 0.334178626537323
-2.0 2.0 1.0 0.7844574451446533 0.21554259955883026
-2.0 2.0 1.0 0.9315783977508545 0.06842166185379028
-2.0 2.0 1.0 0.8561628460884094 0.14383718371391296
-2.0 2.0 1.0 0.5263270735740662 0.47367289662361145
-2.0 2.0 1.0 0.8594081997871399 0.1405917853116989
-2.0 2.0 1.0 0.5370842218399048 0.4629157781600952
-2.0 2.0 1.0 0.46641597151756287 0.5335840582847595
-2.0 2.0 1.0 0.7800015807151794 0.21999847888946533
-2.0 2.0 1.0 0.6010980606079102 0.39890193939208984
-2.0 2.0 1.0 0.6916282773017883 0.3083716928958893
-2.0 2.0 1.0 0.7440565228462219 0.2559434473514557
-2.0 2.0 1.0 0.8710174560546875 0.1289825290441513
-2.0 2.0 1.0 0.7724186778068542 0.22758132219314575
-2.0 2.0 1.0 0.6620292067527771 0.3379708230495453
-2.0 2.0 1.0 0.9648481607437134 0.03515186533331871
-2.0 2.0 1.0 0.42330750823020935 0.5766924619674683
-2.0 2.0 1.0 0.8262271285057068 0.17377285659313202
-2.0 2.0 1.0 0.7352082133293152 0.2647917568683624
-2.0 2.0 1.0 0.5661020874977112 0.43389788269996643
-2.0 2.0 1.0 0.6071739792823792 0.39282599091529846
-2.0 2.0 1.0 0.6293227672576904 0.3706772029399872
-2.0 2.0 1.0 0.8042762875556946 0.1957237422466278
-2.0 2.0 1.0 0.6623995304107666 0.3376004099845886
-2.0 2.0 1.0 0.7117230296134949 0.2882770299911499
-2.0 2.0 1.0 0.8630861639976501 0.13691386580467224
-2.0 2.0 1.0 0.427057147026062 0.572942852973938
-2.0 2.0 1.0 0.6970096826553345 0.30299025774002075
-2.0 2.0 1.0 0.691216766834259 0.3087832033634186
-2.0 2.0 1.0 0.6667858958244324 0.33321413397789
-2.0 2.0 1.0 0.9156278371810913 0.0843721479177475
-2.0 2.0 1.0 0.5970956683158875 0.4029042720794678
-2.0 2.0 1.0 0.5833291411399841 0.41667088866233826
-2.0 2.0 1.0 0.6489080190658569 0.35109201073646545
-2.0 2.0 1.0 0.828194260597229 0.17180576920509338
-2.0 2.0 1.0 0.8233374357223511 0.17666257917881012
-2.0 2.0 1.0 0.7198305726051331 0.28016945719718933
-2.0 2.0 1.0 0.5477789044380188 0.4522211253643036
-2.0 2.0 1.0 0.6846215128898621 0.31537848711013794
-2.0 2.0 1.0 0.9157246947288513 0.08427528291940689
-2.0 2.0 1.0 0.8839218020439148 0.116078220307827
-2.0 2.0 1.0 0.6667467951774597 0.3332532048225403
-2.0 2.0 1.0 0.7882229685783386 0.21177701652050018
-2.0 2.0 1.0 0.7845432758331299 0.2154567390680313
-2.0 2.0 1.0 0.6160141825675964 0.3839857578277588
-2.0 2.0 1.0 0.8563360571861267 0.1436639428138733
-2.0 2.0 1.0 0.9208759665489197 0.07912406325340271
-2.0 2.0 1.0 0.654885470867157 0.345114529132843
-2.0 2.0 1.0 0.6654478907585144 0.3345521092414856
-2.0 2.0 1.0 0.6551136374473572 0.3448864221572876
-2.0 2.0 1.0 0.6112695336341858 0.3887304365634918
-2.0 2.0 1.0 0.8850424885749817 0.11495748162269592
-2.0 2.0 1.0 0.7769042253494263 0.22309572994709015
-2.0 2.0 1.0 0.5698236227035522 0.43017637729644775
-2.0 2.0 1.0 0.8908196091651917 0.10918036848306656
-2.0 2.0 1.0 0.7067676186561584 0.29323238134384155
-2.0 2.0 1.0 0.7468218803405762 0.2531781792640686
-2.0 2.0 1.0 0.906233549118042 0.0937664806842804
-2.0 2.0 1.0 0.737417459487915 0.26258254051208496
-2.0 2.0 1.0 0.8285337686538696 0.17146624624729156
-2.0 2.0 1.0 0.9338037967681885 0.06619614362716675
-2.0 2.0 1.0 0.6437612175941467 0.3562387526035309
-2.0 2.0 2.0 0.36774396896362305 0.632256031036377
-2.0 2.0 2.0 0.5565706491470337 0.4434293508529663
-2.0 2.0 2.0 0.3557267487049103 0.6442732810974121
-2.0 2.0 2.0 0.3038345277309418 0.6961655020713806
-2.0 2.0 2.0 0.4745437502861023 0.5254562497138977
-2.0 2.0 2.0 0.5000443458557129 0.4999556541442871
-2.0 2.0 2.0 0.6990959644317627 0.30090397596359253
-2.0 2.0 2.0 0.3202553689479828 0.6797446012496948
-2.0 2.0 2.0 0.8536165952682495 0.14638341963291168
-2.0 2.0 2.0 0.23191846907138824 0.768081545829773
-2.0 2.0 2.0 0.29212936758995056 0.707870602607727
-2.0 2.0 2.0 0.5536375045776367 0.4463624656200409
-2.0 2.0 2.0 0.7333042621612549 0.2666957676410675
-2.0 2.0 2.0 0.3243144154548645 0.6756855845451355
-2.0 2.0 2.0 0.8490978479385376 0.15090212225914001
-2.0 2.0 2.0 0.31902509927749634 0.6809749007225037
-2.0 2.0 2.0 0.42035412788391113 0.5796458721160889
-2.0 2.0 2.0 0.2545287609100342 0.7454712390899658
-2.0 2.0 2.0 0.4613279402256012 0.5386720895767212
-2.0 2.0 2.0 0.36415648460388184 0.6358434557914734
-2.0 2.0 2.0 0.5477916598320007 0.4522083103656769
-2.0 2.0 2.0 0.4344753324985504 0.5655246376991272
-2.0 2.0 2.0 0.7846503853797913 0.21534955501556396
-2.0 2.0 2.0 0.5156301259994507 0.48436984419822693
-2.0 2.0 2.0 0.5662915110588074 0.4337084889411926
-2.0 2.0 2.0 0.5606999397277832 0.4393000304698944
-2.0 2.0 2.0 0.3480967581272125 0.6519032120704651
-2.0 2.0 2.0 0.5897758603096008 0.41022413969039917
-2.0 2.0 2.0 0.16202124953269958 0.837978720664978
-2.0 2.0 2.0 0.26410114765167236 0.7358988523483276
-2.0 2.0 2.0 0.4844183623790741 0.5155816078186035
-2.0 2.0 2.0 0.331649512052536 0.6683505177497864
-2.0 2.0 2.0 0.3256334662437439 0.6743665337562561
-2.0 2.0 2.0 0.5736650228500366 0.42633503675460815
-2.0 2.0 2.0 0.7693295478820801 0.23067039251327515
-2.0 2.0 2.0 0.3567996025085449 0.6432003974914551
-2.0 2.0 2.0 0.3716790974140167 0.6283208727836609
-2.0 2.0 2.0 0.48637375235557556 0.513626217842102
-2.0 2.0 2.0 0.4534558653831482 0.5465441942214966
-2.0 2.0 2.0 0.7485717535018921 0.2514282464981079
-2.0 2.0 2.0 0.7820016145706177 0.21799834072589874
-2.0 2.0 2.0 0.559471845626831 0.44052812457084656
-2.0 2.0 2.0 0.48135483264923096 0.518645167350769
-2.0 2.0 2.0 0.5409678816795349 0.4590320885181427
-2.0 2.0 2.0 0.30810508131980896 0.6918949484825134
-2.0 2.0 2.0 0.2419881820678711 0.7580118775367737
-2.0 2.0 2.0 0.5468406677246094 0.45315930247306824
-2.0 2.0 2.0 0.45763590931892395 0.5423640608787537
-2.0 2.0 2.0 0.3167930841445923 0.6832069158554077
-2.0 2.0 2.0 0.6813953518867493 0.31860458850860596
-2.0 2.0 2.0 0.5718965530395508 0.4281034469604492
-2.0 2.0 2.0 0.43419957160949707 0.5658004283905029
-2.0 2.0 2.0 0.6371471285820007 0.3628528118133545
-2.0 2.0 2.0 0.8717278242111206 0.1282721757888794
-2.0 2.0 2.0 0.1120842918753624 0.8879156708717346
-2.0 2.0 2.0 0.5637935996055603 0.4362064003944397
-2.0 2.0 2.0 0.4607197642326355 0.5392802357673645
-2.0 2.0 2.0 0.35941705107688904 0.6405829787254333
-2.0 2.0 2.0 0.39302900433540344 0.6069709658622742
-2.0 2.0 2.0 0.220603808760643 0.7793962359428406
-2.0 2.0 2.0 0.4596971869468689 0.5403028130531311
-2.0 2.0 2.0 0.3235515058040619 0.6764484643936157
-2.0 2.0 2.0 0.46109461784362793 0.5389053821563721
-2.0 2.0 2.0 0.5153642296791077 0.4846358299255371
-2.0 2.0 2.0 0.23927435278892517 0.7607256770133972
-2.0 2.0 2.0 0.3277641236782074 0.6722358465194702
-2.0 2.0 2.0 0.33006447553634644 0.6699354648590088
-2.0 2.0 2.0 0.3931719660758972 0.606827974319458
-2.0 2.0 2.0 0.7770182490348816 0.222981795668602
-2.0 2.0 2.0 0.30425721406936646 0.6957427859306335
-2.0 2.0 2.0 0.23154762387275696 0.7684524059295654
-2.0 2.0 2.0 0.539948046207428 0.46005192399024963
-2.0 2.0 2.0 0.5308353304862976 0.46916463971138
-2.0 2.0 2.0 0.5023744702339172 0.4976254999637604
-2.0 2.0 2.0 0.6413931250572205 0.35860687494277954
-2.0 2.0 2.0 0.35259944200515747 0.6474004983901978
-2.0 2.0 2.0 0.35920193791389465 0.6407980918884277
-2.0 2.0 2.0 0.7423785924911499 0.2576213479042053
-2.0 2.0 2.0 0.7826963067054749 0.21730369329452515
-2.0 2.0 2.0 0.424690306186676 0.575309693813324
-2.0 2.0 2.0 0.4642815589904785 0.5357184410095215
-2.0 2.0 2.0 0.406546950340271 0.593453049659729
-2.0 2.0 2.0 0.30825310945510864 0.6917468309402466
-2.0 2.0 2.0 0.48550674319267273 0.5144932866096497
-2.0 2.0 2.0 0.7280054092407227 0.2719946503639221
-2.0 2.0 2.0 0.32160499691963196 0.6783950328826904
-2.0 2.0 2.0 0.32401055097579956 0.6759894490242004
-2.0 2.0 2.0 0.27382609248161316 0.7261738777160645
-2.0 2.0 2.0 0.3249590992927551 0.6750408411026001
-2.0 2.0 2.0 0.6098447442054749 0.3901553153991699
-2.0 2.0 2.0 0.37139812111854553 0.6286019086837769
-2.0 2.0 2.0 0.45665737986564636 0.5433425903320312
-2.0 2.0 2.0 0.6388437747955322 0.361156165599823
-2.0 2.0 2.0 0.3996937572956085 0.6003062129020691
-2.0 2.0 2.0 0.4264286458492279 0.5735713839530945
-2.0 2.0 2.0 0.6996640563011169 0.30033591389656067
-2.0 2.0 2.0 0.5591797232627869 0.4408203363418579
-2.0 2.0 2.0 0.5224696397781372 0.4775303602218628
-2.0 2.0 2.0 0.7754504084587097 0.2245495617389679
-2.0 2.0 2.0 0.3342055082321167 0.6657944321632385
-1.0 -2.0 -2.0 0.9876742959022522 0.012325751595199108
-1.0 -2.0 -2.0 0.9880849719047546 0.01191506627947092
-1.0 -2.0 -2.0 0.9862533211708069 0.013746709562838078
-1.0 -2.0 -2.0 0.9722198843955994 0.027780072763562202
-1.0 -2.0 -2.0 0.9855490326881409 0.014450990594923496
